type,space,price,area_price,address,metro,time_to_metro,date,source
Апартаменты-студия,29,7 700 000₽,259 259 ₽,"б-р Александра Грина, 1",Приморская,30,13.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_297_m_519_et._7938018322?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,48,16 500 000₽,337 423 ₽,"Большой Сампсониевский пр-т, 59",Выборгская,10,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_489_m_44_et._7890757990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
Квартира-студия,21,4 450 000₽,205 069 ₽,"Муринская дорога, 29",Гражданский проспект,31,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_217_m_2424_et._7945946656?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,39,10 150 001₽,256 313 ₽,"Кубинская ул., 82к3с1",Московская,30,11.07.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_396_m_412_et._7463070516?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,40,8 500 000₽,210 396 ₽,"пос. Парголово, Толубеевский пр., 14к1",Парнас,20,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_404_m_1027_et._7901177687?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,32,6 780 000₽,211 875 ₽,"аллея Котельникова, 6к1",Пионерская,20,31.01.2019,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_32_m_49_et._1258709728?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,39,14 900 000₽,378 173 ₽,"Коломяжский пр-т, 9к2",Пионерская,10,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_394_m_1016_et._7990596565?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,70,19 990 000₽,285 571 ₽,"Прядильный пер., 8-10",Балтийская,20,20.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_70_m_44_et._7800602305?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,90,41 900 000₽,463 496 ₽,"Черниговская ул., 17",Московские ворота,15,26.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_904_m_312_et._7919969249?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,32,8 199 900₽,252 305 ₽,"Плесецкая ул., 10",Комендантский проспект,31,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_325_m_1118_et._7970429162?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,41,10 400 000₽,253 659 ₽,"ул. Софьи Ковалевской, 20к1",Академическая,15,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_41_m_710_et._7973465904?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,56,29 900 000₽,532 977 ₽,"ул. Александра Матросова, 8к3",Лесная,15,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_561_m_1212_et._7890109478?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,63,15 500 000₽,245 253 ₽,"ул. Димитрова, 3к1",Проспект Славы,30,25.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_632_m_819_et._7724379006?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
Квартира-студия,16,2 950 000₽,184 375 ₽,"3-й Рабфаковский пер., 12к1",Обухово,10,31.08.2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_16_m_15_et._7582661825?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,41,7 300 000₽,175 481 ₽,"Кузнецовская ул., 8",Электросила,20,27.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_416_m_45_et._7878477612?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,51,12 500 000₽,245 098 ₽,"Богатырский пр-т, 53к3",Беговая,30,11.09.2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51_m_612_et._4379354017?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,33,13 000 000₽,383 481 ₽,"Дальневосточный пр-т, 12к2",Проспект Большевиков,20,04.01.2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_339_m_413_et._3649398074?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
5-к. квартира,97,22 300 000₽,229 424 ₽,"Пушкинская ул., 11",Маяковская,5,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/5-k._kvartira_972_m_26_et._7939256168?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,47,7 900 000₽,168 085 ₽,"пр-т Художников, 34/12",Проспект Просвещения,20,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47_m_49_et._7973549280?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
3-к. квартира,55,8 900 000₽,160 940 ₽,"Новочеркасский пр-т, 50к1",Новочеркасская,10,26.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_553_m_45_et._7819300986?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,31,7 500 000₽,241 935 ₽,"ул. Орджоникидзе, 41к2",Звёздная,10,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_15_et._7930158159?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
2-к. квартира,87,40 000 000₽,458 190 ₽,"24-я линия Васильевского острова, 29",Горный институт,10,27.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_873_m_811_et._7930898334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,64,14 499 999₽,223 765 ₽,"Измайловский пр-т, 1",Технологический ин-т II,15,26.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_648_m_34_et._7913124704?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
Квартира-студия,18,5 000 000₽,277 778 ₽,"Невский пр-т, 139",Площадь А. Невского II,10,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_18_m_25_et._7991079627?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,35,8 750 000₽,249 288 ₽,"Индустриальный пр-т, 12",Проспект Большевиков,30,08.06.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_351_m_322_et._7430048955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
Квартира-студия,26,7 400 000₽,277 154 ₽,"Софийская ул., 28",Международная,20,24.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_267_m_1717_et._7981493664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
4-к. квартира,87,18 300 000₽,210 345 ₽,"Садовая ул., 49",Садовая,5,12.05.2024,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_87_m_44_et._4014038012?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
Квартира-студия,23,6 300 000₽,273 913 ₽,"ул. Крыленко, 1к1с1",Ломоносовская,30,28.03.2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_1216_et._7230986928?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,41,10 400 000₽,250 602 ₽,"Мебельная ул., 21к2",Беговая,20,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_415_m_525_et._7927939808?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,36,7 200 000₽,198 347 ₽,"пос. Парголово, Заречная ул., 41",Парнас,30,29.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_363_m_2026_et._7959218911?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqWmZmS2d3UzhYTExralVnIjt9y06DAj8AAAA
1-к. квартира,31,5 800 000₽,185 897 ₽,"ул. Васенко, 5/15",Выборгская,31,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_312_m_25_et._7901957103?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,85,21 000 000₽,247 059 ₽,"Бухарестская ул., 110к1",Проспект Славы,10,18.07.2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_85_m_1425_et._4498009644?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,28,8 300 000₽,292 254 ₽,"Суздальское ш., 24к3",Проспект Просвещения,31,22.09.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_284_m_77_et._7650672417?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
3-к. квартира,88,21 000 000₽,236 486 ₽,"ул. Коллонтай, 17к3",Проспект Большевиков,10,27.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_888_m_1417_et._7802825394?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,45,10 800 000₽,237 885 ₽,"ул. Хлопина, 9к3",Площадь Мужества,10,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_454_m_25_et._7848084780?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,39,7 100 000₽,181 122 ₽,"пос. Шушары, Первомайская ул., 15",Купчино,31,24.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_392_m_219_et._7946939220?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,28,4 150 000₽,146 643 ₽,"пос. Металлострой, Центральная ул., 19",Рыбацкое,31,11.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_283_m_15_et._7785141948?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
Квартира-студия,25,7 600 000₽,302 789 ₽,"пр-т Энергетиков, 9к1",Ладожская,10,02.06.2020,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_251_m_824_et._1918314069?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
3-к. квартира,109,38 000 000₽,347 667 ₽,"Комендантский пр-т, 54",Комендантский проспект,31,26.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1093_m_1923_et._7923196516?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,60,12 550 000₽,206 755 ₽,"пр-т Королёва, 73",Комендантский проспект,31,06.05.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_607_m_1619_et._7352815141?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,45,8 900 000₽,197 778 ₽,"Гражданский пр-т, 90к1",Академическая,10,06.12.2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_19_et._4486652247?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
Квартира-студия,26,7 400 000₽,277 154 ₽,"Софийская ул., 28",Международная,20,24.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_267_m_1717_et._7981493664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,31,6 590 000₽,210 543 ₽,"Русановская ул., 18к1",Обухово,31,21.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_313_m_925_et._7838101578?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
4-к. квартира,98,13 500 000₽,137 195 ₽,"Балтийская ул., 12А",Нарвская,10,22.09.2025,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_984_m_15_et._7676128015?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,50,11 900 000₽,236 581 ₽,"ш. Революции, 37к1",Ладожская,31,13.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_503_m_39_et._7947267497?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,32,7 930 000₽,241 768 ₽,"Орлово-Денисовский пр-т, 15к1",Озерки,31,25.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_328_m_1214_et._7865994252?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,76,19 500 000₽,254 569 ₽,"Новосельковская ул., 23",Озерки,30,27.01.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_766_m_56_et._7913988416?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,30,8 000 000₽,262 295 ₽,"ул. Ленсовета, 62к1",Звёздная,10,24.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_305_m_35_et._7758157738?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,65,21 850 000₽,331 563 ₽,"наб. Миклухо-Маклая, 1к1",Приморская,31,24.12.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_659_m_1015_et._7822902849?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,64,21 500 000₽,334 891 ₽,"пр-т Маршала Блюхера, 9к1",Лесная,30,13.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_642_m_816_et._7878623158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
3-к. квартира,62,11 740 000₽,188 443 ₽,"пр-т Солидарности, 9к1",Проспект Большевиков,20,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_623_m_29_et._7973502202?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,37,12 900 000₽,348 649 ₽,"пр-т Крузенштерна, 2",Приморская,31,18.05.2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_37_m_815_et._7385003041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,37,10 800 000₽,287 234 ₽,"пр-т Кузнецова, 12к2",Юго-Западная,30,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_376_m_423_et._7928504083?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
Квартира-студия,23,6 765 000₽,292 857 ₽,"4-я линия Васильевского острова, 51",Василеостровская,10,08.02.2024,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_231_m_44_et._4129612237?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
2-к. квартира,56,16 500 000₽,294 643 ₽,"Торжковская ул., 2к1",Чёрная речка,10,23.11.2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56_m_55_et._7810247247?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
Квартира-студия,25,6 250 000₽,244 141 ₽,"Ленинский пр-т, 78к2",Юго-Западная,30,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_256_m_1322_et._7970154371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
4-к. квартира,73,11 000 000₽,149 864 ₽,"пр-т Косыгина, 11к2",Ладожская,30,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_734_m_39_et._7973532097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
3-к. квартира,81,19 500 000₽,240 741 ₽,"Захарьевская ул., 23",Чернышевская,10,26.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_81_m_35_et._7968269287?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
4-к. квартира,100,21 000 000₽,208 333 ₽,"Русановская ул., 19к4",Обухово,31,29.09.2025,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_1008_m_2123_et._7673962305?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
Квартира-студия,26,6 400 000₽,242 424 ₽,"Планерная ул., 87к1",Комендантский проспект,31,02.07.2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_264_m_213_et._7525784777?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
3-к. квартира,53,12 900 000₽,242 938 ₽,"Красногвардейская пл., 4",Новочеркасская,30,13.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_531_m_47_et._7888531769?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
1-к. квартира,36,10 500 000₽,291 667 ₽,"Кушелевская дорога, 3к1",Лесная,20,20.02.2026,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_36_m_1125_et._7947614915?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
Апартаменты-студия,28,5 400 000₽,192 857 ₽,"ул. Хошимина, 16А",Проспект Просвещения,10,25.08.2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_28_m_416_et._7609797432?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5bWhXcjRTQmc2TXhoYzVHIjt9Cy6-Jj8AAAA
