type,space,price,area_price,address,metro,time_to_metro,date,source
Апартаменты-студия,20 м²,7 889 000₽,394450²,"пр-т Московский, д. 115, лит. В",Московские ворота,6–10 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_20_m_611_et._7772279670?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,65,23 240 000₽,353191²,,Приморская,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_658_m_210_et._7802690788?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,56,13 900 000₽,245583²,"Гражданский пр-т, 105к1",Гражданский проспект,11–15 мин.,9 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_566_m_89_et._7840369041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,35,13 230 633₽,368541²,,Приморская,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_359_m_617_et._7918624988?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,37,8 000 000₽,214477²,"территория Усть-Славянка, Советский пр-т, 39к1",Рыбацкое,21–30 мин.,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_373_m_411_et._7927943320?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,57,16 050 089₽,279618²,,Озерки,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_574_m_112_et._7892921065?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
3-к. квартира,79 м²,18 200 000₽,230380²,"Южное ш., 45к3",Проспект Славы,16–20 мин.,19 января 12:27,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_79_m_225_et._7854790916?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,32,12 000 061₽,364743²,,Елизаровская,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_329_m_312_et._7892064522?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Апартаменты-студия,22 м²,3 700 000₽,168182²,"ул. Куйбышева, 36",Горьковская,11–15 мин.,15 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_22_m_36_et._7877260378?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,60,11 909 738₽,195884²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_608_m_89_et._7756090337?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
3-к. квартира,80,16 475 329₽,205428²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_802_m_69_et._7756288915?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,38,13 622 120₽,356600²,,Волковская,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_382_m_912_et._7941063924?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,25,5 900 000₽,229572²,"ул. Нахимова, 1",Приморская,6–10 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_257_m_410_et._7911603105?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,42 м²,7 228 200₽,172100²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_412_et._7680141389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Квартира-студия,27,16 752 450₽,604782²,"ул. Перевозная, д. 1, лит. Б",Садовая,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_277_m_410_et._7928721446?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,36,10 700 000₽,293956²,"Среднерогатская ул., 13к1",Звёздная,21–30 мин.,23 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_364_m_1717_et._7737551300?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Квартира-студия,24 м²,4 790 000₽,199583²,"пос. Шушары, Старорусский пр-т, 9",Купчино,от 31 мин.,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_712_et._7910740844?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Квартира-студия,20,6 864 451₽,333226²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_206_m_518_et._7534562266?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
4-к. квартира,129,19 500 000₽,150696²,,,,26 июля 2024,https://www.avito.ru/sankt-peterburg_pushkin/kvartiry/4-k._kvartira_1294_m_14_et._3989559322?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Апартаменты-студия,29 м²,6 672 529₽,230087²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_29_m_417_et._2744504881?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,63,22 530 000₽,353135²,"ул. Челюскина, 10",Приморская,от 31 мин.,30 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_638_m_419_et._7569555762?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
3-к. квартира,90 м²,23 393 916₽,259932²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_90_m_34_et._8044958671?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,41,7 309 805₽,174458²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_419_m_412_et._7680079728?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,52,10 500 000₽,199241²,"Можайская ул., 13",Пушкинская,6–10 мин.,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_527_m_14_et._7928036992?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Квартира-студия,24,7 800 000₽,317073²,"Полевая Сабировская ул., 47к1",Старая деревня,16–20 мин.,18 марта 2015,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_246_m_1825_et._531530760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
3-к. квартира,71,21 454 510₽,299644²,,Ладожская,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_716_m_310_et._7406208744?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. апартаменты,31,12 564 000₽,393856²,"пр-т Московский, д. 115, лит. В",Московские ворота,6–10 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._apartamenty_319_m_711_et._7772364306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
3-к. квартира,41,7 300 000₽,174224²,"б-р Новаторов, 49",Ленинский проспект,6–10 мин.,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_419_m_15_et._7920835877?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,66,11 511 725₽,173369²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_664_m_712_et._7680301526?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,31,5 969 999₽,188924²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_316_m_212_et._7660959870?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,33,11 700 253₽,353482²,,Московская,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_331_m_411_et._7892505117?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,29,6 100 000₽,205387²,"Русановская ул., 16к3",Обухово,от 31 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_297_m_2123_et._7947484484?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Квартира-студия,27,16 614 000₽,599783²,"ул. Перевозная, д. 1, лит. Б",Садовая,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_277_m_310_et._7928838429?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
3-к. квартира,80 м²,12 270 000₽,153375²,,,,2 часа назад,https://www.avito.ru/sankt-peterburg_pushkin/kvartiry/3-k._kvartira_80_m_13_et._7946784244?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,31,5 430 337₽,171304²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_317_m_1325_et._7534091438?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,44,8 600 000₽,192825²,"Ленинский пр-т, 172",Московская,6–10 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_446_m_25_et._7902733182?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Квартира-студия,24,6 650 003₽,275934²,,Озерки,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_241_m_212_et._7891984945?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
3-к. квартира,114 м²,28 800 000₽,252632²,"пр-т Космонавтов, 61к2",Звёздная,11–15 мин.,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_114_m_1324_et._8013661467?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Апартаменты-студия,20,7 968 000₽,394455²,"пр-т Московский, д. 115, лит. В",Московские ворота,6–10 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_202_m_611_et._7772308327?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,44,8 900 000₽,200450²,"Ланское ш., 12к3",Чёрная речка,11–15 мин.,4 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444_m_45_et._7884659117?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,31,5 503 164₽,175260²,,Гражданский проспект,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_314_m_2224_et._7534270043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,36,12 700 000₽,347945²,"Кондратьевский пр-т, 68к4",Площадь Мужества,от 31 мин.,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_365_m_2024_et._7973221496?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,48,22 940 000₽,475934²,"Петровский пр-т, 9к2",Крестовский остров,16–20 мин.,15 января 16:52,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_482_m_69_et._7867915212?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,39,8 367 295₽,211295²,"ул. Соколиная, д. 10, корп. 1, стр. 1",,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_396_m_44_et._3499667554?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,39,7 585 497₽,190113²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_399_m_39_et._7756528071?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
Квартира-студия,23,6 400 000₽,272340²,"Комендантский пр-т, 69",Комендантский проспект,от 31 мин.,5 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_235_m_1625_et._7999387997?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
3-к. квартира,58,10 900 000₽,185374²,"Искровский пр-т, 4к1",Проспект Большевиков,6–10 мин.,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_588_m_110_et._7925654019?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,70,30 351 960₽,428700²,"Большой Сампсониевский пр-т, д. 32, корп. А-Б",Выборгская,6–10 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_708_m_210_et._4008308987?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
2-к. квартира,51,8 687 818₽,170016²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_511_m_925_et._7501999737?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDaExZemJJSVpISXFuV1JWIjt9d8Blbj8AAAA
1-к. квартира,39,8 367 295₽,211295²,"ул. Соколиная, д. 10, корп. 1, стр. 1",,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_396_m_44_et._3499667554?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,39,7 585 497₽,190113²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_399_m_39_et._7756528071?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,30 м²,8 500 000₽,283333²,"ул. Ольги Форш, 11к1",Гражданский проспект,16–20 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_30_m_15_et._7920112981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,70,30 351 960₽,428700²,"Большой Сампсониевский пр-т, д. 32, корп. А-Б",Выборгская,6–10 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_708_m_210_et._4008308987?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,25,7 600 000₽,300395²,"пр-т Коменданский, д. 71, корп. 2",Комендантский проспект,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_253_m_612_et._7865536906?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. апартаменты,45,8 356 656₽,183260²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_456_m_311_et._2488405085?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,50 м²,11 500 000₽,230000²,"Стародеревенская ул., 29",Комендантский проспект,6–10 мин.,2 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50_m_216_et._7902782488?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,24,4 350 035₽,176115²,,Рыбацкое,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_247_m_412_et._7892659226?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,39,14 827 950₽,373500²,,Волковская,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_397_m_1012_et._7941895682?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,42 м²,7 800 000₽,185714²,"Краснопутиловская ул., 59",Автово,11–15 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42_m_56_et._7998982454?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,67,18 144 000₽,270000²,"Серебристый б-р, 18к1",Пионерская,11–15 мин.,19 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_672_m_36_et._7771402032?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,34,7 800 000₽,224784²,"городской пос. Новоселье, Центральная ул., 8к1",,,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_347_m_312_et._7848806332?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Апартаменты-студия,20,5 749 825₽,280479²,"пр-т Большой Сампсониевский, д. 74, корп. 2",Лесная,6–10 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_205_m_1314_et._7939294892?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Апартаменты-студия,11 м²,1 950 000₽,177273²,"Сестрорецкая ул., 3",Чёрная речка,6–10 мин.,9 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_11_m_15_et._7877633283?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,55,16 350 278₽,294070²,,Озерки,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_556_m_412_et._7892620609?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,22,5 200 000₽,235294²,"пос. Шушары, Новгородский пр-т, 4",Купчино,от 31 мин.,3 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_221_m_1325_et._7946993601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,29,5 800 240₽,194639²,,Рыбацкое,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_298_m_1318_et._7892445543?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
